"","year","age","maritl","education","region","jobclass","health","health_ins","logwage","wage","race_cat","high_wage"
"1517",2003,26,1,3,2,1,2,1,4.68574173860226,108.390640020409,0,1
"1519",2003,38,1,4,2,2,1,1,4.77085201164214,118.019753340006,0,1
"1520",2006,45,4,3,2,1,2,2,4.69897000433602,109.833985642199,0,1
"1521",2004,39,2,2,2,1,2,2,3.85733249643127,47.3389060962716,0,1
"1522",2003,33,2,2,2,1,1,1,4.14176323027579,62.91365496918,0,1
"1523",2005,44,2,1,2,1,2,2,4.25527250510331,70.4760196469445,0,1
"1524",2006,48,2,3,2,1,2,1,4.60205999132796,99.6894636984864,0,1
"1525",2007,45,2,2,2,1,2,1,4.53035340356016,92.7913480810133,0,1
"1526",2007,56,2,2,2,1,1,2,4.60208170550921,99.6916283970721,0,1
"1527",2009,40,1,4,2,2,2,2,4.74036268949424,114.475713290347,0,1
"1528",2006,71,2,1,2,1,1,2,4.49136169383427,89.2428846644714,1,1
"1529",2006,30,2,2,2,1,1,2,4.77815125038364,118.884359339886,0,1
"1530",2004,45,2,4,2,2,2,1,5,148.413159102577,0,2
"1531",2004,41,2,2,2,1,2,1,4.50514997831991,90.4819133566401,0,1
"1533",2004,59,2,1,2,2,1,1,4.49052030936335,89.1678286670778,0,1
"1535",2003,38,1,2,2,1,2,1,4.25527250510331,70.4760196469445,0,1
"1536",2007,26,2,3,2,1,2,1,4.53781909507327,93.4866920429597,0,1
"1537",2005,53,2,2,2,2,1,1,4.25527250510331,70.4760196469445,1,1
"1538",2004,46,4,4,2,2,2,1,4.60205999132796,99.6894636984864,0,1
"1539",2007,42,2,3,2,1,2,1,4.5910646070265,98.5993438603892,0,1
"1540",2006,28,1,3,2,1,1,2,4,54.5981500331442,1,1
"1541",2004,30,1,1,2,1,2,2,4.46239799789896,86.6951548289402,0,1
"1543",2008,46,2,4,2,1,1,2,5.07918124604763,160.642475408263,0,2
"1544",2007,22,1,3,2,1,1,2,4.07918124604763,59.0970640815891,0,1
"1545",2007,37,1,2,2,2,2,1,4.52968695377292,92.7295279091354,0,1
"1546",2008,27,2,3,2,1,1,1,4.14612803567824,63.1888610037461,0,1
"1547",2008,52,2,2,2,2,2,1,4.74036268949424,114.475713290347,0,1
"1548",2008,43,2,2,2,1,1,2,4.17609125905568,65.1108537153447,0,1
"1549",2004,52,2,2,2,1,2,1,5,148.413159102577,0,2
"1550",2005,54,1,3,2,2,1,1,4.69583177282669,109.489841452174,1,1
"1551",2007,47,2,2,2,1,1,1,4.60205999132796,99.6894636984864,0,1
"1552",2005,21,1,3,2,2,2,1,4.66275783168157,105.927810775063,1,1
"1553",2005,42,2,4,2,2,2,1,4.90308998699194,134.705375118879,0,2
"1554",2003,72,2,5,2,2,1,1,5.2430380486863,189.244162932803,0,2
"1556",2009,53,2,2,2,1,2,1,4.41497334797082,82.6796372966372,0,1
"1557",2006,35,5,3,2,2,2,2,4.39794000867204,81.2832532842527,0,1
"1558",2008,60,2,2,2,1,2,1,4.34242268082221,76.8936025176112,0,1
"1559",2003,39,2,2,2,2,2,1,4.44715803134222,85.3839403789827,0,1
"1560",2005,45,4,2,2,2,1,2,4.30102999566398,73.7757432746946,1,1
"1561",2008,61,2,2,2,2,1,1,4.66915875743291,106.608021493532,0,1
"1562",2008,64,4,2,2,2,1,1,4.55630250076729,95.2307125669819,0,1
"1564",2007,46,2,3,2,2,1,1,4.66275783168157,105.927810775063,1,1
"1565",2008,25,1,3,2,2,2,2,4.03342375548695,56.4538649754188,1,1
"1566",2003,80,2,3,2,2,2,1,4.54406804435028,94.0727147457005,0,1
"1567",2008,51,4,3,2,1,2,1,4.66275783168157,105.927810775063,0,1
"1568",2004,58,2,2,2,1,1,1,4.31806333496276,75.0431540173515,0,1
"1569",2009,52,2,3,2,1,2,1,4.77815125038364,118.884359339886,0,1
"1570",2004,45,2,5,2,2,2,1,4.92941892571429,138.299126920883,0,2
"1571",2007,41,1,3,2,1,2,1,4.60205999132796,99.6894636984864,0,1
"1572",2004,42,2,2,2,1,1,1,4.55630250076729,95.2307125669819,0,1
"1573",2008,31,1,3,2,1,1,1,4.54406804435028,94.0727147457005,0,1
"1574",2004,49,4,2,2,2,2,1,4.81291335664286,123.089699847943,0,1
"1575",2009,47,4,2,2,1,1,1,4.50514997831991,90.4819133566401,0,1
"1576",2005,39,2,2,2,2,2,1,4.47712125471966,87.9810327856054,0,1
"1577",2006,53,2,4,2,2,2,1,4.69897000433602,109.833985642199,0,1
"1578",2003,37,2,2,2,1,1,1,4.44715803134222,85.3839403789827,0,1
"1579",2003,52,2,4,2,1,2,1,5.25527250510331,191.573683548412,0,2
"1580",2006,41,2,2,2,1,2,1,4.6232492903979,101.82435207568,0,1
"1582",2009,63,2,5,2,2,2,1,5.14612803567824,171.765132627508,0,2
"1583",2007,23,1,2,2,1,2,2,4.29666519026153,73.4544282607621,0,1
"1584",2004,62,2,2,2,2,2,1,4.47712125471966,87.9810327856054,1,1
"1585",2004,43,2,5,2,2,2,1,5.60688524128857,272.294783220064,0,2
"1586",2004,29,1,2,2,1,2,2,4.63346845557959,102.870246933215,1,1
"1588",2008,34,2,4,2,2,2,2,4.81291335664286,123.089699847943,1,1
"1590",2005,25,1,4,2,2,2,1,4.44715803134222,85.3839403789827,0,1
"1591",2005,64,2,2,2,2,1,1,4.69897000433602,109.833985642199,1,1
"1592",2003,49,2,4,2,1,2,1,4.74036268949424,114.475713290347,0,1
"1593",2009,46,2,4,2,1,2,1,4.4345689040342,84.3157688645753,0,1
"1594",2006,30,2,5,2,2,2,1,4.74036268949424,114.475713290347,0,1
"1595",2003,33,1,3,2,1,1,2,4.04921802267018,57.3525910796177,0,1
"1596",2007,29,2,4,2,2,2,1,4.65321251377534,104.921506533664,0,1
"1597",2008,32,2,2,2,2,2,1,4.83250891270624,125.525498433836,0,1
"1598",2007,54,2,2,2,2,1,1,4.69019608002851,108.874525834712,0,1
"1599",2005,40,1,2,2,1,1,1,4.17609125905568,65.1108537153447,1,1
"1600",2005,24,1,4,2,1,2,1,4.69897000433602,109.833985642199,0,1
"1601",2008,30,5,1,2,1,1,2,4.26007138798508,70.8150386167557,0,1
"1602",2009,49,2,4,2,1,2,1,4.97772360528885,145.143601176911,0,2
"1604",2008,25,1,2,2,1,2,2,4.43136376415899,84.0459576539924,1,1
"1605",2007,44,2,3,2,1,2,1,4.90308998699194,134.705375118879,0,2
"1606",2007,41,4,1,2,2,1,1,4.57978359661681,97.4932940453934,0,1
"1607",2005,54,5,4,2,1,2,1,5.04139268515823,154.68529299563,0,2
"1608",2009,59,2,5,2,2,2,1,5.30102999566398,200.543262324662,0,2
"1609",2003,25,1,2,2,1,2,2,4.0899051114394,59.7342233407467,0,1
"1610",2009,63,2,5,2,1,2,2,4.51851393987789,91.6992261117042,1,1
"1611",2009,49,1,3,2,2,2,1,4.69897000433602,109.833985642199,0,1
"1612",2008,35,5,3,2,2,2,1,4.74036268949424,114.475713290347,1,1
"1614",2003,66,2,2,2,1,1,1,4.53147891704226,92.8958447894966,0,1
"1616",2003,47,2,4,2,2,2,1,4.77815125038364,118.884359339886,0,1
"1617",2006,44,2,4,2,1,1,1,4.88649072517248,132.487821126123,0,2
"1618",2006,56,2,4,2,1,2,1,4.84509804001426,127.115743812184,0,1
"1619",2004,34,2,2,2,2,1,2,4.60205999132796,99.6894636984864,0,1
"1620",2006,23,2,1,2,1,2,2,3.69897000433602,40.4056652596845,0,1
"1621",2008,30,2,4,2,1,2,1,4.92941892571429,138.299126920883,0,2
"1622",2004,38,2,3,2,1,2,2,4.63346845557959,102.870246933215,0,1
"1623",2004,43,2,1,2,2,2,1,4.38021124171161,79.8549003093467,1,1
"1624",2007,58,4,3,2,2,1,1,4.7160033436348,111.720849360989,0,1
"1625",2005,36,2,2,2,1,2,2,4.13033376849501,62.198679430261,0,1
"1626",2007,48,1,2,2,2,1,1,4.25527250510331,70.4760196469445,0,1
"1627",2005,35,2,2,2,2,2,1,4.45484486000851,86.0428011301927,0,1
"1628",2006,22,1,2,2,2,2,2,4.60205999132796,99.6894636984864,0,1
"1629",2007,50,2,4,2,2,2,1,4.73239375982297,113.567089569751,0,1
"1630",2004,58,2,1,2,1,1,2,4.61278385671974,100.764272842107,0,1
"1631",2003,20,1,2,2,2,2,2,4.11394335230684,61.1875264339915,0,1
"1632",2007,44,2,2,2,1,2,1,4.73279569828933,113.61274572643,0,1
"1634",2009,55,2,2,2,1,2,1,4.6532318153234,104.923531700709,0,1
"1635",2003,39,1,2,2,2,2,1,4.69897000433602,109.833985642199,0,1
"1636",2008,32,1,4,2,2,2,1,5.62321723414596,276.778413321176,0,2
"1637",2008,50,2,4,2,2,2,2,5,148.413159102577,0,2
"1638",2009,24,2,1,2,1,2,2,5,148.413159102577,0,2
"1639",2009,53,2,3,2,2,2,1,4.69897000433602,109.833985642199,0,1
"1640",2003,35,2,2,2,2,1,2,4.39794000867204,81.2832532842527,0,1
"1641",2003,25,1,1,2,2,2,1,4.38021124171161,79.8549003093467,0,1
"1643",2005,57,5,4,2,1,2,1,5,148.413159102577,0,2
"1644",2005,43,2,1,2,2,1,1,4.17609125905568,65.1108537153447,0,1
"1645",2009,33,2,3,2,2,2,1,4.48072537898849,88.2986994723057,0,1
"1646",2005,40,2,3,2,2,2,1,4.51851393987789,91.6992261117042,0,1
"1647",2008,39,1,4,2,1,2,1,4.30102999566398,73.7757432746946,0,1
"1648",2004,32,2,5,2,2,2,1,4.25527250510331,70.4760196469445,0,1
"1649",2005,48,4,4,2,2,2,1,4.85733249643127,128.680488220624,0,1
"1650",2004,29,2,5,2,1,2,1,4.54406804435028,94.0727147457005,0,1
"1651",2005,35,4,4,2,1,2,1,4.5910646070265,98.5993438603892,0,1
"1652",2004,41,2,2,2,1,2,1,4.89209460269048,133.232350826567,0,2
"1653",2009,52,2,2,2,1,2,1,4.90308998699194,134.705375118879,0,2
"1654",2005,50,2,2,2,1,1,2,4.51851393987789,91.6992261117042,0,1
"1656",2007,27,2,3,2,1,2,1,4.60205999132796,99.6894636984864,0,1
"1657",2004,57,2,5,2,1,1,1,4.74036268949424,114.475713290347,0,1
"1658",2004,48,2,3,2,2,2,2,4.57978359661681,97.4932940453934,0,1
"1659",2009,41,4,3,2,2,1,1,4.5854607295085,98.0483505056004,1,1
"1660",2005,59,2,5,2,2,2,1,4.65321251377534,104.921506533664,0,1
"1661",2003,55,2,4,2,2,2,1,4.69897000433602,109.833985642199,0,1
"1662",2005,54,4,2,2,2,1,1,4.89209460269048,133.232350826567,0,2
"1663",2003,34,2,5,2,1,2,1,4.77815125038364,118.884359339886,0,1
"1664",2009,43,1,2,2,2,1,1,4.30102999566398,73.7757432746946,0,1
"1665",2003,43,4,4,2,2,2,1,4.65321251377534,104.921506533664,1,1
"1666",2003,62,3,1,2,1,1,2,4.12762304959803,62.0303046060726,0,1
"1667",2006,45,1,2,2,2,2,2,4.57978359661681,97.4932940453934,0,1
"1668",2004,40,2,4,2,1,2,1,4.98227123303957,145.805163374625,0,2
"1669",2003,33,2,2,2,2,2,1,4.41497334797082,82.6796372966372,0,1
"1670",2005,45,2,5,2,2,1,1,5,148.413159102577,0,2
"1671",2009,21,1,3,2,1,2,2,3.90308998699194,49.5553381215226,0,1
"1673",2003,43,2,4,2,1,2,2,4.30102999566398,73.7757432746946,0,1
"1674",2004,54,2,4,2,1,1,1,4.84509804001426,127.115743812184,0,1
"1675",2004,35,2,1,2,1,1,1,4.69897000433602,109.833985642199,0,1
"1676",2008,23,1,3,2,1,2,1,4.12057393120585,61.5945831752282,0,1
"1677",2006,61,3,2,2,1,2,1,4.71349054309394,111.440469567068,0,1
"1678",2004,51,4,4,2,1,2,1,4.92941892571429,138.299126920883,0,2
"1679",2006,43,2,3,2,1,2,1,4.84509804001426,127.115743812184,0,1
"1680",2003,20,1,2,2,1,2,2,4.32221929473392,75.3556793180091,0,1
"1682",2009,65,2,2,2,2,1,1,4.77815125038364,118.884359339886,0,1
"1683",2009,37,2,2,2,1,2,1,4.69897000433602,109.833985642199,0,1
"1684",2008,24,1,2,2,1,2,2,4.19318027356535,66.2330957333126,0,1
"1685",2003,36,2,2,2,1,1,1,4.29446622616159,73.2930820722881,0,1
"1686",2005,45,2,3,2,2,2,2,4.8750612633917,130.982177377461,0,2
"1687",2008,33,2,5,2,2,2,1,5.62321723414596,276.778413321176,0,2
"1688",2009,36,4,2,2,1,1,2,4.46487687145819,86.9103277389946,0,1
"1689",2004,32,2,2,2,1,2,1,4.69897000433602,109.833985642199,0,1
"1690",2009,45,2,2,2,1,2,1,4.77815125038364,118.884359339886,0,1
"1691",2003,51,2,2,2,1,2,2,4.65321251377534,104.921506533664,0,1
"1692",2005,33,2,3,2,2,2,1,4.91907809237607,136.876367635184,0,2
"1693",2003,47,4,3,2,1,1,1,4.43136376415899,84.0459576539924,0,1
"1694",2003,37,2,5,2,2,2,1,5.27875360095283,196.125272594255,0,2
"1695",2008,41,2,3,2,2,1,1,4.79934054945358,121.430313822622,0,1
"1696",2005,23,1,2,2,2,2,2,4.56848333727166,96.3977959023552,0,1
"1697",2009,57,2,4,2,1,2,1,4.85733249643127,128.680488220624,0,1
"1698",2006,61,2,5,2,2,2,1,5,148.413159102577,0,2
"1699",2007,47,4,3,2,1,2,1,4.44715803134222,85.3839403789827,0,1
"1701",2005,37,2,2,2,1,2,1,4.60205999132796,99.6894636984864,0,1
"1702",2005,57,2,2,2,1,1,1,5,148.413159102577,0,2
"1703",2004,39,1,5,2,2,1,2,4.39794000867204,81.2832532842527,0,1
"1704",2007,59,2,4,2,2,2,1,4.98227123303957,145.805163374625,0,2
"1705",2007,31,2,4,2,2,2,1,5.00432137378264,149.055895589404,0,2
"1706",2009,26,1,2,2,1,1,2,4.57978359661681,97.4932940453934,0,1
"1707",2009,51,2,2,2,1,2,1,4.77085201164214,118.019753340006,0,1
"1708",2006,38,2,2,2,1,1,2,4.60205999132796,99.6894636984864,0,1
"1709",2006,51,2,4,2,2,1,2,4.77815125038364,118.884359339886,0,1
"1710",2004,50,2,2,2,2,2,1,4.38021124171161,79.8549003093467,0,1
"1711",2005,32,2,5,2,1,2,1,4.77815125038364,118.884359339886,0,1
"1712",2007,38,2,4,2,2,2,1,5.07918124604763,160.642475408263,0,2
"1713",2005,49,2,2,2,1,2,1,5.17609125905568,176.989650489877,0,2
"1714",2005,40,1,3,2,2,2,1,4.30102999566398,73.7757432746946,0,1
"1716",2007,30,1,4,2,2,2,1,4.6232492903979,101.82435207568,0,1
"1717",2003,41,2,4,2,2,2,1,4.8750612633917,130.982177377461,0,2
"1718",2009,32,1,3,2,2,1,1,4.74036268949424,114.475713290347,0,1
"1719",2009,26,1,4,2,2,2,1,4.66275783168157,105.927810775063,0,1
"1720",2004,41,2,3,2,1,1,1,4.39794000867204,81.2832532842527,0,1
"1721",2008,53,2,2,2,1,1,1,4.90308998699194,134.705375118879,0,2
"1722",2005,35,2,3,2,2,2,2,4.57978359661681,97.4932940453934,0,1
"1723",2008,50,2,2,2,1,2,1,4.69897000433602,109.833985642199,0,1
"1724",2004,43,2,4,2,2,2,1,5.14612803567824,171.765132627508,0,2
"1725",2003,50,5,2,2,2,1,1,4.2169572073611,67.8267871319966,0,1
"1726",2009,19,1,2,2,2,1,2,4.30102999566398,73.7757432746946,1,1
"1727",2004,42,2,2,2,1,2,2,4.51851393987789,91.6992261117042,0,1
"1729",2004,22,1,3,2,2,1,2,4.55630250076729,95.2307125669819,1,1
"1730",2003,49,2,2,2,1,1,1,4.5910646070265,98.5993438603892,0,1
"1731",2005,33,1,2,2,1,2,1,4.69897000433602,109.833985642199,0,1
"1732",2005,31,1,2,2,1,1,1,4.39794000867204,81.2832532842527,0,1
"1733",2004,43,2,1,2,1,1,1,4.50514997831991,90.4819133566401,0,1
"1734",2009,57,2,5,2,2,2,2,4.69897000433602,109.833985642199,0,1
"1735",2005,40,2,5,2,2,2,1,5,148.413159102577,0,2
"1736",2003,48,2,2,2,2,2,1,4.43710021942166,84.5294690248517,0,1
"1737",2004,46,2,4,2,1,2,1,4.6232492903979,101.82435207568,0,1
"1738",2009,58,2,4,2,1,2,1,4.65321251377534,104.921506533664,0,1
"1739",2003,50,2,1,2,1,2,1,4.65321251377534,104.921506533664,0,1
"1740",2005,38,2,3,2,2,2,1,4.60205999132796,99.6894636984864,0,1
"1741",2004,33,1,5,2,2,2,1,4.61909333062674,101.402052302992,0,1
"1742",2007,52,2,3,2,2,2,1,5.00432137378264,149.055895589404,0,2
"1743",2004,48,2,1,2,1,1,2,4.30102999566398,73.7757432746946,0,1
"1744",2006,53,2,5,2,2,2,2,5.07918124604763,160.642475408263,0,2
"1745",2008,37,1,3,2,2,2,1,4.77815125038364,118.884359339886,0,1
"1746",2007,43,2,2,2,1,2,2,4.78252278729839,119.405204322401,0,1
"1747",2008,54,2,3,2,1,2,1,4.68124123737559,107.903923866876,0,1
"1748",2004,41,2,5,2,2,2,1,5.04257551244019,154.868367231559,0,2
"1749",2005,57,2,4,2,1,1,2,4.32221929473392,75.3556793180091,0,1
"1750",2007,54,2,5,2,1,2,1,4.77524625974024,118.539502533774,0,1
"1751",2009,25,4,2,2,1,1,1,4.34242268082221,76.8936025176112,0,1
"1752",2003,35,5,1,2,2,2,2,4.13033376849501,62.198679430261,0,1
"1753",2008,29,2,3,2,1,2,1,5.20411998265593,182.020620963512,0,2
"1754",2009,36,2,2,2,1,2,1,5.59061783348625,267.901086855275,0,2
"1755",2005,43,2,4,2,1,1,1,4.95424250943933,141.77517233318,0,2
"1756",2007,41,2,4,2,2,2,1,5.23044892137827,186.876677628007,0,2
"1757",2003,52,2,4,2,1,2,2,4.27875360095283,72.1504556815713,0,1
"1758",2005,48,2,2,2,1,1,2,3.90308998699194,49.5553381215226,0,1
"1759",2003,51,2,2,2,2,2,2,4.39794000867204,81.2832532842527,1,1
"1760",2004,55,2,3,2,2,2,1,4.77815125038364,118.884359339886,0,1
"1761",2004,37,2,5,2,2,2,2,4.57978359661681,97.4932940453934,0,1
"1762",2007,48,1,3,2,1,2,1,4.7160033436348,111.720849360989,0,1
"1763",2003,42,2,1,2,1,1,1,4.6232492903979,101.82435207568,0,1
"1764",2007,43,2,4,2,1,2,1,4.84509804001426,127.115743812184,0,1
"1765",2006,32,2,2,2,1,1,2,4.47712125471966,87.9810327856054,0,1
"1766",2006,33,1,4,2,1,1,1,4.43136376415899,84.0459576539924,0,1
"1767",2003,48,2,2,2,1,2,2,4.36172783601759,78.3924668009837,0,1
"1768",2009,20,1,3,2,2,2,2,3.83657727484065,46.3665027412862,1,1
"1769",2005,43,2,2,2,1,2,1,4.88930170250631,132.860765311572,0,2
"1770",2003,58,4,2,2,2,1,1,4.12057393120585,61.5945831752282,1,1
"1771",2004,38,2,3,2,1,2,1,4.60205999132796,99.6894636984864,0,1
"1772",2008,23,1,2,2,2,2,2,4.19312459835446,66.2294082943902,0,1
"1773",2009,54,4,2,2,1,1,1,4.69019608002851,108.874525834712,0,1
"1774",2007,66,2,5,2,1,1,1,4.60205999132796,99.6894636984864,0,1
"1775",2009,47,2,5,2,2,2,1,5.02938377768521,152.838800991182,0,2
"1776",2003,35,2,3,2,2,1,2,4.34242268082221,76.8936025176112,0,1
"1777",2008,39,2,2,2,1,2,1,4.96378782734556,143.134940811134,0,2
"1778",2005,35,1,3,2,2,2,1,4.82994669594164,125.20428658029,1,1
"1779",2006,40,2,3,2,1,2,1,4.32559775286002,75.610695863947,0,1
"1781",2004,40,2,5,2,2,2,1,5.17609125905568,176.989650489877,0,2
"1782",2006,50,2,2,2,1,1,2,4.07918124604763,59.0970640815891,1,1
"1783",2004,35,2,2,2,1,2,1,4.60205999132796,99.6894636984864,0,1
"1784",2009,43,2,3,2,1,1,2,4.55630250076729,95.2307125669819,0,1
"1785",2005,26,1,3,2,2,2,1,4.65321251377534,104.921506533664,0,1
"1786",2009,23,1,2,2,2,2,2,3.90308998699194,49.5553381215226,0,1
"1787",2003,61,2,5,2,2,2,2,4.8750612633917,130.982177377461,0,2
"1788",2004,24,1,4,2,2,1,1,3.77815125038364,43.7351116779821,0,1
"1789",2006,66,2,3,2,2,2,1,4.77815125038364,118.884359339886,1,1
"1790",2006,50,3,2,2,1,2,1,4.69897000433602,109.833985642199,0,1
"1791",2005,22,1,2,2,2,1,2,4.31806333496276,75.0431540173515,0,1
"1792",2004,62,2,2,2,2,1,1,4.51851393987789,91.6992261117042,1,1
"1793",2003,55,2,4,2,2,2,1,4.66275783168157,105.927810775063,0,1
"1794",2004,41,2,4,2,1,2,2,4.30102999566398,73.7757432746946,0,1
"1795",2005,54,2,4,2,2,2,1,5.13672056715641,170.156834417801,0,2
"1797",2004,39,2,2,2,1,1,1,4.6232492903979,101.82435207568,1,1
"1798",2006,71,4,4,2,2,1,2,4.47712125471966,87.9810327856054,0,1
"1799",2003,22,1,4,2,1,2,1,4.36172783601759,78.3924668009837,0,1
"1800",2007,48,2,4,2,2,2,2,4.81291335664286,123.089699847943,0,1
"1801",2009,35,2,3,2,1,1,1,4.75587485567249,116.265324062503,0,1
"1802",2003,46,2,4,2,1,1,2,4.50514997831991,90.4819133566401,0,1
"1803",2003,51,2,1,2,1,1,1,4.69897000433602,109.833985642199,0,1
"1804",2005,55,2,2,2,2,1,1,4.65321251377534,104.921506533664,0,1
"1805",2005,36,2,2,2,2,2,1,4.77815125038364,118.884359339886,0,1
"1806",2008,57,2,2,2,1,2,2,4.54406804435028,94.0727147457005,0,1
"1807",2005,21,2,2,2,1,2,1,4.95424250943933,141.77517233318,0,2
"1808",2006,60,2,5,2,2,2,1,4.85733249643127,128.680488220624,0,1
"1809",2006,41,1,3,2,1,1,2,4.30102999566398,73.7757432746946,1,1
"1810",2004,56,2,4,2,2,1,1,4.93701610746481,139.353811767493,0,2
"1811",2005,32,1,4,2,2,2,1,4.54406804435028,94.0727147457005,0,1
"1812",2003,32,2,2,2,1,1,1,4.30102999566398,73.7757432746946,0,1
"1813",2006,36,4,3,2,1,2,1,4.68124123737559,107.903923866876,0,1
"1814",2006,28,1,2,2,1,1,2,4.16731733474818,64.5420748732979,0,1
"1815",2009,60,2,5,2,2,1,2,4.92941892571429,138.299126920883,0,2
"1816",2003,41,2,3,2,2,2,1,4.49136169383427,89.2428846644714,0,1
"1817",2006,55,2,3,2,1,1,1,4.60205999132796,99.6894636984864,0,1
"1818",2003,36,2,3,2,1,2,1,4.69897000433602,109.833985642199,1,1
"1819",2006,46,1,3,2,2,2,1,4.50514997831991,90.4819133566401,1,1
"1820",2008,62,2,2,2,1,2,2,4.49415459401844,89.4924795180001,0,1
"1821",2006,44,2,2,2,1,2,2,4.63245729218472,102.766280877288,0,1
"1822",2006,36,2,4,2,1,2,1,4.77815125038364,118.884359339886,0,1
"1823",2004,41,2,2,2,2,2,1,5,148.413159102577,0,2
"1824",2006,22,1,4,2,2,2,1,4.74036268949424,114.475713290347,0,1
"1825",2008,51,2,5,2,2,2,1,4.86740855652279,129.983634818897,0,2
"1826",2008,57,2,1,2,2,1,1,4.70757017609794,110.782650276254,0,1
"1827",2005,55,2,2,2,2,1,1,4.74036268949424,114.475713290347,0,1
"1828",2003,36,2,4,2,2,2,1,5,148.413159102577,0,2
"1829",2008,43,2,5,2,2,2,1,5.62321723414596,276.778413321176,0,2
"1830",2003,38,2,3,2,2,1,2,3.17609125905568,23.9529444789965,0,1
"1831",2006,27,1,3,2,2,2,2,4.64345267648619,103.90247060316,0,1
"1832",2007,32,2,3,2,1,2,1,4.77815125038364,118.884359339886,0,1
"1833",2009,44,1,1,2,1,1,2,4.27230584440209,71.6867436659172,0,1
"1835",2007,38,2,4,2,2,2,1,4.95424250943933,141.77517233318,1,2
"1836",2003,36,2,1,2,1,1,2,4.60205999132796,99.6894636984864,0,1
"1837",2005,28,1,3,2,1,2,1,4.69019608002851,108.874525834712,0,1
"1838",2005,39,2,2,2,1,2,1,4.38021124171161,79.8549003093467,0,1
"1839",2008,42,1,2,2,2,2,2,4.36925297501043,78.9846061809321,1,1
"1840",2009,51,2,1,2,1,1,1,4.41497334797082,82.6796372966372,0,1
"1841",2004,55,2,2,2,2,1,1,4.49415459401844,89.4924795180001,1,1
"1842",2007,39,1,5,2,2,2,1,4.8750612633917,130.982177377461,0,2
"1843",2003,42,2,1,2,1,2,2,4.69780453269401,109.706051812711,0,1
"1844",2006,33,2,5,2,2,2,1,4.76342799356294,117.146816914805,1,1
"1845",2008,23,1,2,2,2,1,1,4.30102999566398,73.7757432746946,0,1
"1846",2003,40,2,4,2,1,2,1,4.39794000867204,81.2832532842527,0,1
"1847",2003,40,2,3,2,1,1,2,4.39269695325967,80.8581959564691,0,1
"1850",2007,57,4,5,2,1,1,1,4.47712125471966,87.9810327856054,0,1
"1851",2003,27,5,3,2,1,2,1,4.55630250076729,95.2307125669819,0,1
"1852",2005,26,1,2,2,1,2,1,4.43136376415899,84.0459576539924,1,1
"1853",2005,25,2,2,2,1,1,1,4.60205999132796,99.6894636984864,0,1
"1854",2005,27,2,3,2,1,2,1,4.61909333062674,101.402052302992,0,1
"1855",2004,33,1,3,2,2,1,1,4.47712125471966,87.9810327856054,0,1
"1856",2003,51,4,1,2,1,2,1,4.47712125471966,87.9810327856054,0,1
"1857",2005,22,1,4,2,2,2,1,4.54406804435028,94.0727147457005,0,1
"1858",2005,47,2,2,2,1,1,1,4.85358871196926,128.199636871795,0,1
"1859",2009,34,1,3,2,2,2,1,4.91645394854993,136.517655222436,0,2
"1860",2008,47,4,3,2,1,2,1,4.68124123737559,107.903923866876,0,1
"1861",2005,31,1,3,2,1,2,1,4.81291335664286,123.089699847943,0,1
"1862",2005,46,2,2,2,1,1,1,4.51851393987789,91.6992261117042,0,1
"1863",2006,47,2,2,2,2,2,1,4.36172783601759,78.3924668009837,0,1
"1864",2006,49,2,4,2,1,2,1,5.04139268515823,154.68529299563,0,2
"1865",2003,40,2,4,2,1,2,1,4.91381385238372,136.15771083723,1,2
"1866",2004,51,2,1,2,2,2,1,4.39794000867204,81.2832532842527,0,1
"1867",2008,31,2,3,2,1,2,1,4.33445375115093,76.2832778539642,0,1
"1868",2003,58,2,2,2,2,2,1,4.69897000433602,109.833985642199,0,1
"1869",2005,48,2,3,2,1,2,2,4.4749297859928,87.7884362154584,1,1
"1870",2004,54,4,4,2,1,2,1,4.84509804001426,127.115743812184,1,1
"1871",2007,56,1,5,2,2,2,2,5.03742649794062,154.072997206315,0,2
"1872",2007,61,2,2,2,1,1,1,4.69897000433602,109.833985642199,0,1
"1874",2007,60,2,4,2,2,2,2,5.10380372095596,164.646988930328,0,2
"1875",2006,42,2,3,2,1,2,1,4.92941892571429,138.299126920883,0,2
"1877",2003,46,2,3,2,1,2,1,4.67024585307412,106.723977625299,0,1
"1878",2005,53,2,1,2,2,2,1,4.74036268949424,114.475713290347,0,1
"1879",2008,43,4,4,2,1,2,1,4.30102999566398,73.7757432746946,0,1
"1880",2009,32,1,2,2,1,2,1,4.32221929473392,75.3556793180091,0,1
"1881",2009,30,2,4,2,1,2,1,4.95424250943933,141.77517233318,0,2
"1882",2009,50,1,5,2,2,1,1,4.69897000433602,109.833985642199,1,1
"1883",2006,40,2,5,2,2,2,1,5.62689955920852,277.79948020565,0,2
"1884",2009,55,2,1,2,2,2,2,4.38021124171161,79.8549003093467,0,1
"1885",2004,42,2,4,2,2,2,1,5.11394335230684,166.324941233877,0,2
"1886",2004,35,1,2,2,1,2,1,4.32221929473392,75.3556793180091,0,1
"1887",2004,33,2,4,2,2,2,1,4.6060372331735,100.086742317948,0,1
"1888",2004,33,2,3,2,2,1,1,4.63346845557959,102.870246933215,0,1
"1889",2003,38,2,2,2,2,2,1,4.77670118398841,118.712094053725,0,1
